PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,0,1,Passenger_1,male,28.505531195294616,4,1,TCKT84588,21.80395355762313,,S
2,1,1,Passenger_2,female,16.29042169387348,0,3,TCKT87215,25.14047110934098,,S
3,0,3,Passenger_3,male,54.23925563321886,3,4,TCKT56430,62.139033299464856,,S
4,0,3,Passenger_4,female,25.934960151747177,1,2,TCKT97536,70.72291676206393,C187,Q
5,0,3,Passenger_5,female,44.024118555758555,2,3,TCKT56341,11.959748588355907,,S
6,1,1,Passenger_6,male,51.636470202245334,1,2,TCKT85626,40.29521692368964,,C
7,0,2,Passenger_7,male,48.06524873857829,5,5,TCKT25435,37.14677927003169,,C
8,0,2,Passenger_8,male,39.469549437922446,5,1,TCKT75723,54.57038914474776,,S
9,0,2,Passenger_9,female,54.42717034740964,5,5,TCKT47126,12.522288959340084,,S
10,1,1,Passenger_10,female,35.032074753594145,0,3,TCKT44685,92.03044920671675,,S
11,0,3,Passenger_11,male,44.10488486282401,4,3,TCKT80421,6.380133724344908,,S
12,0,3,Passenger_12,female,32.96401716236117,3,4,TCKT28522,7.763543673247597,,S
13,0,3,Passenger_13,male,18.08459543802113,3,3,TCKT40237,54.41851828302312,,S
14,0,1,Passenger_14,male,32.57067491431567,3,1,TCKT20363,13.151695130772918,,C
15,1,1,Passenger_15,male,9.971948925138559,2,2,TCKT71724,34.52689858723871,C47,C
16,0,3,Passenger_16,female,31.451800348142655,4,3,TCKT15812,69.91492602343973,C113,S
17,1,3,Passenger_17,female,24.77861929156424,5,5,TCKT47199,88.55996571830161,,S
18,1,3,Passenger_18,female,42.38942148524316,2,5,TCKT42689,73.73208111021839,,S
19,1,3,Passenger_19,male,48.97669797092439,4,2,TCKT41611,95.35702553019067,,S
20,0,3,Passenger_20,female,14.939408224864795,0,5,TCKT99453,103.50031589206708,,C
21,1,1,Passenger_21,male,35.568431636646096,2,2,TCKT16537,10.504052116628444,,S
22,0,2,Passenger_22,male,35.782994771465795,4,0,TCKT70213,95.65549888383444,,C
23,1,3,Passenger_23,male,48.566198010155844,2,0,TCKT29230,99.58580520740841,,S
24,1,2,Passenger_24,female,42.59214620976321,4,4,TCKT69588,5.407712048751115,,S
25,1,2,Passenger_25,male,45.694305896314475,1,5,TCKT86943,70.16386697477995,,C
26,1,2,Passenger_26,female,35.47838841525317,2,5,TCKT24109,57.93294777423061,,S
27,1,2,Passenger_27,male,13.044614921580756,3,4,TCKT81617,45.38736496817098,,C
28,1,3,Passenger_28,female,19.943467787463966,2,5,TCKT96965,15.812814466227941,,S
29,1,1,Passenger_29,male,36.03358880605075,4,0,TCKT75024,7.109701925791388,,S
30,1,2,Passenger_30,female,12.332465265315616,2,2,TCKT83612,15.886532960470685,C86,C
31,0,3,Passenger_31,female,22.90352206030179,4,4,TCKT90235,13.189200968723405,,S
32,0,3,Passenger_32,female,24.957603270394753,5,3,TCKT66867,92.9876233843392,,S
33,1,3,Passenger_33,female,28.57212049277961,0,2,TCKT16900,97.60293519157793,C182,C
34,1,3,Passenger_34,male,35.438321175272485,2,4,TCKT40561,77.69865966276842,,S
35,1,3,Passenger_35,female,34.44526486769374,0,4,TCKT67600,56.7502956183297,C132,S
36,0,3,Passenger_36,male,38.569942435927175,0,1,TCKT52186,11.612874020830283,,S
